cod_dane,snapshot_date,cod_establecimiento,nombre_establecimiento,nombre_sede,sede_principal,sector,correo_institucional,direccion,telefono,niveles,zona,cod_dep,nom_dep,cod_mun,nom_mun,cat_mun,mun_pdet,mun_zomac,nom_reg,cod_etc,nom_etc,total_matricula,matricula_prel,estado_fisico,confianza_geo,lat,lon,ausente_desde,first_seen
227250800007,2026-08-29,227361000051,IE INDÍGENA SANTA MARIA DE PANGALA,SEDE INDÍGENA HAITI,N,OFICIAL,\N,UNION WAIMIA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,40.0,20.0,No aporta información,2 - MEDIA,4.240536684319836,-77.0160441411042,\N,2026-08-29T08:58:23Z
227250800015,2026-08-29,227361002347,IE INDÍGENA WOUNAAN DAVID GREGORIO,SEDE INDÍGENA PUERTO NELDO,N,OFICIAL,\N,COMUNIDAD  VD PLAYITA COPOMA,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,8.0,8.0,No aporta información,2 - MEDIA,4.350990869225079,-77.00423294801816,\N,2026-08-29T08:58:23Z
227250800024,2026-08-29,227361002347,IE INDÍGENA WOUNAAN DAVID GREGORIO,SEDE INDÍGENA LUCA EMILIO PIRAZA,N,OFICIAL,IRVINWIGIER@HOTMAIL.COM,PIRAZA,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,24.0,24.0,No aporta información,1 - ALTA,4.219400000388243,-77.03300000019544,\N,2026-08-29T08:58:23Z
227250800032,2026-08-29,227361002347,IE INDÍGENA WOUNAAN DAVID GREGORIO,SEDE INDÍGENA SABIDURIA DE DIOS,N,OFICIAL,IRVINWIGIER@HOTMAIL.COM,COMUNIDAD INDIGENA TIBERIA,\N,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,24.0,24.0,No aporta información,1 - ALTA,4.3135999996163585,-77.32529999966658,\N,2026-08-29T08:58:23Z
227250800041,2026-08-29,227361000051,IE INDÍGENA SANTA MARIA DE PANGALA,SEDE INDÍGENA LUZ DE DIA,N,OFICIAL,ISRAELCONQUISTAHURTADO@GMAIL.COM,CU INDÍGENA NUEVA JERUSALÉN,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,102.0,102.0,No aporta información,2 - MEDIA,4.247161343996516,-76.96260142628755,\N,2026-08-29T08:58:23Z
227361000000,2026-08-29,227361000166,IE MIGUEL ANGEL GUERRERO,SEDE PLAYA GRANDE,N,OFICIAL,\N,VDA PLAYA GRANDE,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,6.0,6.0,No aporta información,2 - MEDIA,5.092640655226294,-76.74475004979288,\N,2026-08-29T08:58:23Z
227361000018,2026-08-29,327361060015,IE INDÍGENA GERARDO CHIRIPUA VALENCIA,SEDE INDÍGENA SAN ANTONIO WOUNAM DE TOGOROMA QUEBRADA,N,OFICIAL,\N,RESG. TOGOROMA QUEBRADA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,201.0,132.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000034,2026-08-29,227361000166,IE MIGUEL ANGEL GUERRERO,SEDE JUANA MARCELA,N,OFICIAL,\N,VDA JUANA MARCELA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,29.0,29.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000051,2026-08-29,227361000051,IE INDÍGENA SANTA MARIA DE PANGALA,IE INDÍGENA SANTA MARIA DE PANGALA - SEDE PRINCIPAL,S,OFICIAL,ISRAELCONQUISTAHURTADO@GMAIL.COM,COMUN INDIG DE STA MARIA DE PANGALA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,473.0,417.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361000166,2026-08-29,227361000166,IE MIGUEL ANGEL GUERRERO,IE MIGUEL ANGEL GUERRERO - SEDE PRINCIPAL,S,OFICIAL,\N,CORREG PAITO,985214117,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,158.0,145.0,Reporta afectación sin definir el impacto,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000221,2026-08-29,227361002193,IE CACIQUE - NOANAMA,SEDE NUESTRAS SEÑORA DE LAS MERCEDES,N,OFICIAL,FAUSTOJOSEZV@HOTMAIL.COM,CORREG NOANAMA,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,94.0,94.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000247,2026-08-29,327361001515,IE GUSTAVO POSADA,SEDE PRIMERA MOJARRA,N,OFICIAL,\N,VDA PRIMERA MOJARRA,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,5.0,5.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:25Z
227361000395,2026-08-29,227361002240,IE MANUEL E RIVAS LOBON,SEDE JOSE MARIA CORDOBA,N,OFICIAL,\N,BEBEDO,985214100,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,110.0,110.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000409,2026-08-29,127135000019,IE JOSE MANUEL PALACIOS PALACIOS,SEDE MANAGRU,N,OFICIAL,\N,MANAGRU,6718607,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,397.0,397.0,Reporta afectación sin definir el impacto,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
227361000417,2026-08-29,227361000816,IE JOAQUIN URRUTIA,SEDE POLICARPA SALAVARRIETA,N,OFICIAL,\N,CABECERA MUNICIPAL ANDAGOYA,\N,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,76.0,76.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000522,2026-08-29,227361002240,IE MANUEL E RIVAS LOBON,SEDE SAN MIGUEL,N,OFICIAL,\N,SAN MIGUEL,985214112,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,205.0,186.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000573,2026-08-29,227135002580,IE PUERTO PERVEL,SEDE PUERTO PERVEL,S,OFICIAL,\N,CORREG DE PTO PERVEL,985214058,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,187.0,187.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000662,2026-08-29,227361000662,IE DE TARIDO,IE DE TARIDO - SEDE PRINCIPAL,S,OFICIAL,\N,TARIDO,985214061,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,129.0,129.0,Afectación parcial,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000727,2026-08-29,227361000727,IE DE PRIMAVERA,IE DE PRIMAVERA - SEDE PRINCIPAL,N,OFICIAL,\N,PRIMAVERA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,96.0,96.0,Colapso total,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000760,2026-08-29,427361000068,IE FRANCISCO EUTIMIO MUNERA,SEDE CHIQUICHOQUI,N,OFICIAL,\N,CHIQUICHOQ.,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,28.0,28.0,Afectación parcial,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361000778,2026-08-29,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,SEDE SAN ANTONIO DE PALESTINA,N,OFICIAL,\N,CORREG. PALESTINA,985214089,BÁSICA PRIMARIA,RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,14.0,14.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361000808,2026-08-29,227135002580,IE PUERTO PERVEL,SEDE BOCA DE RASPADURA,N,OFICIAL,\N,RASPADURA.,6718607,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,18.0,18.0,Reporta afectación sin definir el impacto,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
227361000816,2026-08-29,227361000816,IE JOAQUIN URRUTIA,IE JOAQUIN URRUTIA - SEDE PRINCIPAL,S,OFICIAL,\N,IND CABECERA MUNICIPAL ANDAGOYA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,111.0,111.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361000905,2026-08-29,327361002538,IE SAN RAFAEL EL DOS,SEDE SAN PABLO ADENTRO,N,OFICIAL,\N,VDA SAN PABLO ADENTRO,6733353,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27810,UNIÓN PANAMERICANA,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,45.0,45.0,Afectación menor,3 - BAJA,\N,\N,\N,2026-08-29T08:58:24Z
227361001138,2026-08-29,327361060015,IE INDÍGENA GERARDO CHIRIPUA VALENCIA,SEDE INDÍGENA LAS MERCEDES,N,OFICIAL,\N,RESG INDIG BURUJON,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,63.0,39.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:25Z
227361001197,2026-08-29,227361002185,IE RAMON LOZANO GARCES,SEDE SANTA GENOVEVA,N,OFICIAL,IERLOZANOLITORAL@GMAIL.COM,CORREG DOCORDO,985224028,"PREESCOLAR,BÁSICA PRIMARIA",URBANA,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,261.0,261.0,No aporta información,2 - MEDIA,4.4136876551580615,-77.00951244036771,\N,2026-08-29T08:58:23Z
227361001219,2026-08-29,227361000727,IE DE PRIMAVERA,SEDE BOCA DE CHAQUI,N,OFICIAL,\N,CHAQUI,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,6.0,6.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001286,2026-08-29,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,CE MARIA AUXILIADORA DE CUCURRUPI - SEDE PRINCIPAL,S,OFICIAL,\N,CUCURRUPI,98 521 40 85,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,130.0,130.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001316,2026-08-29,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,SEDE SANTA CRUZ DE TAPARAL,N,OFICIAL,\N,CORREG. DE TAPARAL,985214008,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,13.0,13.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361001537,2026-08-29,227361001537,IE PUERTO SALAZAR,IE PUERTO SALAZAR - SEDE PRINCIPAL,S,OFICIAL,\N,PUERTO SALAZAR,5214125,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,170.0,170.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001545,2026-08-29,427361002222,IE SANTO ECCEHOMO,SEDE SALOMON SALAZAR,N,OFICIAL,\N,RASPADURA,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27810,UNIÓN PANAMERICANA,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,80.0,80.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361001626,2026-08-29,227361002240,IE MANUEL E RIVAS LOBON,SEDE LA UNION,N,OFICIAL,\N,LA UNION,985214111,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,31.0,31.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001642,2026-08-29,427361000068,IE FRANCISCO EUTIMIO MUNERA,SEDE SARDINA,N,OFICIAL,\N,SARDINA,\N,BÁSICA PRIMARIA,RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,11.0,11.0,Afectación parcial,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361001782,2026-08-29,127361000137,IE INSTITUTO INTEGRADO SAN PABLO INDUSTRIAL,SEDE SURUCO CARRETERA,N,OFICIAL,\N,VIA A PEPE,\N,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,2.0,2.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
227361001821,2026-08-29,227361000051,IE INDÍGENA SANTA MARIA DE PANGALA,SEDE INDÍGENA WOWNAAN  SAN JOSE,N,OFICIAL,ISRAELCONQUISTAHURTADO@GMAIL.COM,COMUN DE SAN JOSE,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,14.0,14.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001863,2026-08-29,427361000068,IE FRANCISCO EUTIMIO MUNERA,SEDE BOCA DE SURUCO,N,OFICIAL,\N,SURUCO,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,84.0,84.0,Afectación parcial,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361001898,2026-08-29,227361000662,IE DE TARIDO,SEDE LA VICTORIA,N,OFICIAL,\N,TARIDO.,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,56.0,56.0,Reporta afectación sin definir el impacto,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001901,2026-08-29,227001003237,IE BERNARDINO BECERRA RODRIGUEZ,SEDE BAUDILIO AGUALIMPIA DE PUERTO JUAN,N,OFICIAL,\N,PTO JUAN,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,22.0,22.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001944,2026-08-29,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,SEDE PANGALITA,N,OFICIAL,\N,PANGALITA,985222423,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,68.0,68.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001961,2026-08-29,227361000166,IE MIGUEL ANGEL GUERRERO,SEDE SIMON BOLIVAR DE BASURU,N,OFICIAL,\N,CORREG BASURU,6703551,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,25.0,25.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001979,2026-08-29,227361002240,IE MANUEL E RIVAS LOBON,SEDE SALADO,N,OFICIAL,\N,SALADO,985214112,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,18.0,18.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361001995,2026-08-29,227361001995,CE DE POTEDO,CE DE POTEDO - SEDE PRINCIPAL,S,OFICIAL,\N,POTEDO,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,138.0,138.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361002002,2026-08-29,227361001537,IE PUERTO SALAZAR,SEDE SURUCO STA MONICA,N,OFICIAL,\N,SURUCO SANTA MONICA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,2.0,2.0,No aporta información,2 - MEDIA,5.223456065287813,-76.74872532040226,\N,2026-08-29T08:58:23Z
227361002045,2026-08-29,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,SEDE MUNGUIDO,N,OFICIAL,\N,MUNGUIDO,\N,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,67.0,67.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361002061,2026-08-29,227361001995,CE DE POTEDO,SEDE PERRU,N,OFICIAL,\N,PERRU,\N,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27361,ISTMINA,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,8.0,8.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361002096,2026-08-29,227361002240,IE MANUEL E RIVAS LOBON,SEDE DIPURDU DEL GUASIMO,N,OFICIAL,\N,DIPURDU DEL GUASIMO,985214106,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,178.0,178.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361002142,2026-08-29,227361001286,CE MARIA AUXILIADORA DE CUCURRUPI,SEDE SANTA CRUZ,N,OFICIAL,\N,VDA. QUICHARO,98522427,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,12.0,12.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361002177,2026-08-29,127135000019,IE JOSE MANUEL PALACIOS PALACIOS,SEDE BOCA DE JORODÓ,N,OFICIAL,\N,JORODO,6718607,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,MUNICIPIO,NO,NO,NO APLICA,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,6.0,6.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:22Z
227361002185,2026-08-29,227361002185,IE RAMON LOZANO GARCES,IE RAMON LOZANO GARCES - SEDE PRINCIPAL,S,OFICIAL,IERLOZANOLITORAL@GMAIL.COM,CORREG DOCORDO,985224028,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",URBANA,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,183.0,183.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361002193,2026-08-29,227361002193,IE CACIQUE - NOANAMA,IE CACIQUE - NOANAMA - SEDE PRINCIPAL,S,OFICIAL,FAUSTOJOSEZV@HOTMAIL.COM,CORREG NOANAMA,\N,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,114.0,103.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:26Z
227361002240,2026-08-29,227361002240,IE MANUEL E RIVAS LOBON,IE MANUEL E RIVAS LOBON - SEDE PRINCIPAL,S,OFICIAL,\N,BEBEDO,985214098,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27450,MEDIO SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,158.0,150.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
227361002258,2026-08-29,227361002185,IE RAMON LOZANO GARCES,SEDE LA ESPERANZA,N,OFICIAL,IERLOZANOLITORAL@GMAIL.COM,VDA LA PLAYITA,985214028,"PREESCOLAR,BÁSICA PRIMARIA",RURAL,27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,MUNICIPIO,SÍ,SÍ,CHOCÓ,3789,SECRETARÍA DE EDUCACIÓN DE CHOCÓ,4.0,4.0,No aporta información,3 - BAJA,\N,\N,\N,2026-08-29T08:58:23Z
